gender,region,degree_type,parent_education,medium_of_instruction,internet_quality,coaching_enrolled,financial_stress,num_subjects,study_hours_per_week,attendance_rate,sleep_hours_avg,extracurricular_count,prev_cgpa,internal_marks_pct,assignment_completion_pct,ai_reliance,independent_after_ai,ai_anxiety,verify_ai_answers,reduced_thinking_effort,ai_assignment_pct,multitask_studying,shortform_consumption,doomscroll_sleep,nonstudy_screen_time,ai_usage_frequency,ai_authenticity_risk,stylometric_consistency,comprehension_depth,reasoning_coherence,code_originality,cross_modal_consistency,learning_trajectory_slope,knowledge_boundary_breadth,conceptual_error_rate,authentic_engagement,dominant_error_type,target
Female,West,BCA,12th Pass,English,4G/Good,Yes,5,8,26.1,100.0,5.4,4,8.05,59.9,78.6,1.0,2.0,5.0,1.0,5.0,13.0,3.0,3.0,3.0,3.0,5+/day,0.325,87.3,84.1,77.4,69.8,71.6,0.16266666666666665,77.1,0.37,84.5,Minimal,Pass
Male,East,BCA,10th Pass,English,3G/Moderate,Yes,7,5,22.5,75.7,8.6,0,7.08,66.5,64.1,3.0,1.0,4.0,2.0,2.0,38.0,3.0,1.0,4.0,7.0,3-5/day,0.378,59.0,51.8,62.8,53.3,72.6,-0.302,52.8,0.401,58.4,Procedural,Pass
Female,North,BCA,12th Pass,Hindi,3G/Moderate,Yes,9,4,14.2,100.0,5.4,5,4.41,50.8,35.2,3.0,4.0,3.0,5.0,5.0,63.0,3.0,2.0,3.0,3.0,3-5/day,0.216,70.6,39.0,38.1,56.7,24.0,-0.09666666666666666,48.3,0.547,59.3,Conceptual,Pass
Male,West,MCA,10th Pass,Regional,4G/Good,No,10,8,11.1,74.1,6.4,1,4.37,48.2,62.5,3.0,2.0,4.0,3.0,4.0,88.0,3.0,3.0,3.0,5.0,5+/day,0.604,38.9,37.3,45.3,39.8,79.7,0.04533333333333334,54.5,0.418,55.7,Language,Fail
Male,North,MCA,Graduate,Hindi,No Access,No,9,5,31.8,91.3,5.9,4,4.63,49.4,61.5,4.0,2.0,5.0,3.0,1.0,38.0,2.0,3.0,4.0,5.0,5+/day,0.47,61.7,57.8,46.4,48.0,69.9,0.2886666666666667,43.5,0.503,62.2,Procedural,Pass
Male,East,BCA,10th Pass,English,4G/Good,No,6,6,13.1,92.0,6.4,1,5.55,56.5,81.6,4.0,2.0,4.0,3.0,2.0,63.0,1.0,4.0,4.0,3.0,5+/day,0.431,60.3,41.5,46.0,44.3,75.0,0.033999999999999996,39.9,0.699,61.1,Procedural,Pass
Female,East,B.Tech,12th Pass,Hindi,4G/Good,Yes,7,4,34.7,74.0,6.8,2,6.18,42.9,54.6,4.0,2.0,5.0,3.0,5.0,88.0,4.0,1.0,3.0,7.0,5+/day,0.616,38.8,50.0,35.2,47.7,67.3,-0.13033333333333333,46.1,0.592,44.5,Procedural,Fail
Female,Northeast,B.E.,Graduate,English,3G/Moderate,No,8,7,29.3,60.7,6.5,0,5.74,65.3,65.9,4.0,5.0,4.0,3.0,5.0,88.0,3.0,3.0,4.0,7.0,5+/day,0.43,51.1,65.3,65.8,53.6,87.8,-0.059,66.3,0.351,60.4,Minimal,At-Risk
Male,South,MCA,12th Pass,Hindi,2G/Slow,Yes,4,8,17.4,71.7,5.2,5,5.48,65.5,56.1,4.0,2.0,4.0,1.0,4.0,0.0,3.0,3.0,3.0,5.0,5+/day,0.388,57.4,55.6,52.4,54.3,81.8,0.0016666666666666668,39.5,0.551,59.6,Procedural,At-Risk
Male,South,B.Com,Graduate,English,5G/Excellent,No,7,8,9.5,67.8,5.9,0,6.29,53.4,57.2,4.0,3.0,4.0,2.0,5.0,88.0,4.0,3.0,3.0,1.0,5+/day,0.731,45.0,39.7,55.3,24.6,73.3,-0.18566666666666667,40.7,0.581,48.0,Minimal,Fail
Other,North,B.Tech,Graduate,Hindi,4G/Good,No,6,6,18.3,91.9,7.5,3,6.1,54.8,76.4,4.0,3.0,5.0,1.0,2.0,38.0,3.0,3.0,3.0,7.0,5+/day,0.444,64.4,63.7,48.2,71.2,75.1,0.3193333333333333,62.3,0.347,64.8,Conceptual,Pass
Male,Northeast,B.E.,12th Pass,English,3G/Moderate,No,8,5,27.2,77.4,6.8,2,5.49,45.5,62.7,3.0,2.0,3.0,4.0,1.0,13.0,4.0,3.0,2.0,5.0,3-5/day,0.188,86.7,63.8,45.3,65.5,36.4,0.32166666666666666,56.5,0.314,76.3,Conceptual,Pass
Male,North,B.Tech,12th Pass,Hindi,5G/Excellent,No,1,6,15.3,98.5,7.1,1,6.38,37.2,59.6,3.0,3.0,4.0,2.0,5.0,63.0,3.0,4.0,3.0,1.0,5+/day,0.704,50.2,48.8,59.4,36.7,72.8,0.024666666666666667,53.1,0.522,51.8,Procedural,Pass
Female,South,B.Tech,Post-Graduate,Hindi,4G/Good,No,5,5,8.8,88.9,7.9,1,6.15,63.5,60.6,3.0,4.0,5.0,4.0,5.0,88.0,2.0,4.0,3.0,5.0,5+/day,0.384,45.1,53.2,54.9,52.6,68.2,0.17933333333333334,52.8,0.426,66.1,Procedural,Pass
Female,North,B.E.,Graduate,English,3G/Moderate,No,3,4,14.1,79.7,7.3,5,6.23,56.2,40.1,1.0,1.0,3.0,4.0,4.0,38.0,1.0,3.0,4.0,7.0,5+/day,0.362,71.2,60.4,50.9,55.8,67.3,0.07533333333333334,44.0,0.444,65.5,Procedural,Pass
Female,West,BCA,Post-Graduate,Regional,4G/Good,Yes,9,8,20.7,83.0,5.6,1,7.26,72.6,69.2,4.0,2.0,5.0,4.0,1.0,88.0,2.0,3.0,4.0,1.0,3-5/day,0.253,79.9,60.2,66.3,68.7,60.0,0.163,60.1,0.413,75.1,Language,Pass
Female,East,B.Tech,10th Pass,Hindi,3G/Moderate,Yes,9,7,21.3,66.1,7.0,1,5.21,54.2,60.5,5.0,1.0,5.0,3.0,3.0,63.0,4.0,1.0,4.0,1.0,3-5/day,0.609,37.6,56.9,40.1,31.6,75.2,-0.12966666666666668,58.7,0.587,51.1,Procedural,Fail
Female,South,MCA,12th Pass,English,5G/Excellent,No,3,6,18.6,79.7,7.0,0,7.35,53.9,59.0,2.0,2.0,5.0,3.0,5.0,38.0,4.0,2.0,3.0,3.0,5+/day,0.361,75.0,67.0,63.7,69.4,71.6,0.259,69.5,0.441,69.4,Conceptual,Pass
Male,South,MCA,Post-Graduate,English,4G/Good,No,10,7,14.7,83.7,4.1,0,4.92,44.3,65.3,4.0,4.0,5.0,1.0,4.0,38.0,2.0,3.0,4.0,1.0,5+/day,0.577,53.5,50.2,44.1,50.6,75.7,-0.30233333333333334,45.0,0.516,45.7,Conceptual,At-Risk
Male,Northeast,B.Com,10th Pass,Hindi,4G/Good,No,2,7,17.1,77.4,4.0,1,6.9,65.9,61.7,5.0,3.0,4.0,4.0,4.0,88.0,3.0,3.0,3.0,3.0,5+/day,0.53,54.4,38.1,56.2,44.8,73.1,0.15566666666666668,61.9,0.504,53.3,Conceptual,At-Risk
Male,East,B.Tech,Post-Graduate,English,5G/Excellent,Yes,5,8,14.8,75.2,7.2,3,8.17,54.5,69.1,5.0,3.0,4.0,2.0,4.0,63.0,3.0,4.0,4.0,7.0,5+/day,0.546,45.4,49.7,58.3,35.3,81.0,0.18899999999999997,55.1,0.537,57.7,Conceptual,Pass
Female,West,BCA,Below 10th,Regional,No Access,No,4,8,18.9,94.1,5.7,4,5.25,68.6,46.5,3.0,4.0,2.0,3.0,4.0,38.0,2.0,1.0,3.0,3.0,5+/day,0.412,66.6,59.8,64.5,51.6,78.2,0.226,57.0,0.475,68.2,Language,Pass
Female,Central,B.E.,Post-Graduate,English,2G/Slow,Yes,7,7,19.8,70.7,5.8,2,5.56,57.8,37.4,3.0,4.0,5.0,3.0,4.0,63.0,2.0,4.0,3.0,3.0,3-5/day,0.389,44.1,64.1,57.8,54.8,82.7,0.152,49.1,0.471,69.7,Conceptual,At-Risk
Male,Central,B.Tech,12th Pass,English,3G/Moderate,No,8,4,16.3,89.0,6.9,1,5.54,43.1,39.8,3.0,2.0,4.0,1.0,4.0,63.0,2.0,3.0,3.0,1.0,5+/day,0.684,37.2,36.2,49.6,27.8,80.8,-0.06066666666666667,41.2,0.552,44.3,Conceptual,At-Risk
Female,South,BCA,Below 10th,Regional,No Access,No,4,7,12.1,95.2,6.5,2,5.13,41.8,52.8,1.0,2.0,2.0,3.0,4.0,13.0,3.0,2.0,2.0,5.0,5+/day,0.361,73.6,66.6,52.1,51.9,49.0,0.24633333333333332,54.6,0.595,62.5,Language,Pass
Male,Central,MCA,Graduate,Regional,4G/Good,No,3,5,26.8,87.9,6.4,1,6.09,51.2,58.7,5.0,4.0,1.0,2.0,5.0,63.0,3.0,3.0,2.0,5.0,1-3/day,0.67,39.7,43.1,38.7,42.8,68.2,0.16933333333333334,53.7,0.657,45.8,Language,At-Risk
Male,North,B.Tech,10th Pass,English,4G/Good,No,9,5,20.1,67.5,8.7,5,5.72,52.6,52.0,3.0,2.0,1.0,1.0,4.0,13.0,4.0,3.0,3.0,3.0,1-3/day,0.383,72.7,50.5,46.7,57.8,56.7,0.14233333333333334,59.5,0.542,66.4,Procedural,At-Risk
Female,South,B.Com,Below 10th,Hindi,3G/Moderate,No,8,5,23.0,83.4,6.1,5,5.86,46.2,68.0,4.0,2.0,5.0,3.0,1.0,63.0,4.0,4.0,4.0,7.0,5+/day,0.439,55.5,47.2,40.1,50.8,63.6,-0.034999999999999996,48.2,0.759,57.7,Conceptual,At-Risk
Male,Central,MCA,Below 10th,English,2G/Slow,No,7,5,12.8,92.7,6.9,3,3.9,45.5,42.4,4.0,2.0,3.0,5.0,5.0,13.0,3.0,4.0,3.0,7.0,5+/day,0.556,48.3,27.9,34.0,45.4,60.5,0.050666666666666665,39.5,0.742,48.4,Conceptual,At-Risk
Female,South,MCA,Graduate,Hindi,2G/Slow,No,8,6,17.4,78.5,5.6,4,4.16,44.9,47.5,5.0,1.0,4.0,2.0,1.0,63.0,1.0,2.0,3.0,5.0,1-3/day,0.733,20.2,23.9,19.9,28.6,62.2,-0.14066666666666666,23.4,0.773,39.0,Conceptual,Fail
Male,South,MCA,Post-Graduate,Regional,5G/Excellent,No,8,4,12.7,71.8,8.1,1,4.56,60.1,58.2,5.0,2.0,5.0,2.0,3.0,88.0,3.0,2.0,3.0,7.0,3-5/day,0.732,34.1,44.5,37.9,33.7,53.4,-0.24833333333333332,47.1,0.658,41.7,Language,Fail
Female,South,B.E.,Below 10th,English,4G/Good,No,10,6,27.9,71.3,7.0,1,6.67,42.7,64.3,3.0,3.0,3.0,1.0,1.0,63.0,3.0,4.0,4.0,7.0,3-5/day,0.439,64.5,65.4,53.0,59.9,61.0,0.261,62.1,0.41,71.4,Conceptual,At-Risk
Female,East,MCA,12th Pass,English,4G/Good,Yes,8,6,10.4,85.9,9.1,4,6.92,74.0,45.7,4.0,2.0,4.0,1.0,4.0,88.0,2.0,4.0,3.0,5.0,5+/day,0.754,40.4,49.6,36.4,40.1,46.7,-0.3016666666666667,49.9,0.453,43.7,Conceptual,At-Risk
Male,South,B.E.,10th Pass,English,3G/Moderate,Yes,1,5,10.9,78.0,6.7,1,7.27,77.9,89.6,2.0,1.0,2.0,2.0,5.0,63.0,4.0,4.0,3.0,1.0,3-5/day,0.565,30.7,62.8,45.7,47.0,47.8,0.005,47.0,0.407,54.9,Procedural,Pass
Other,West,M.Tech,Graduate,English,4G/Good,Yes,4,4,18.5,74.6,7.0,0,8.41,99.9,57.1,4.0,3.0,4.0,4.0,4.0,38.0,1.0,2.0,2.0,1.0,5+/day,0.368,74.0,75.5,68.0,72.1,57.2,0.6223333333333333,73.3,0.272,74.7,Minimal,Pass
Male,Central,B.Tech,Below 10th,English,2G/Slow,No,10,4,9.8,56.8,6.4,3,3.73,60.7,37.2,4.0,3.0,3.0,1.0,5.0,63.0,2.0,2.0,1.0,3.0,3-5/day,0.79,21.0,23.9,33.2,26.5,53.0,0.11733333333333333,38.1,0.607,37.9,Conceptual,Fail
Male,West,B.Tech,10th Pass,Regional,5G/Excellent,Yes,7,7,27.9,100.0,8.9,0,6.82,55.6,81.5,4.0,2.0,3.0,1.0,5.0,38.0,3.0,3.0,2.0,3.0,5+/day,0.571,48.4,55.4,43.9,38.4,79.7,0.002,36.0,0.49,53.7,Language,Pass
Male,North,BCA,10th Pass,English,4G/Good,No,6,6,8.1,78.2,7.1,5,4.86,48.2,47.8,5.0,1.0,4.0,1.0,3.0,38.0,3.0,2.0,3.0,7.0,5+/day,0.599,35.5,19.7,10.4,38.4,67.6,-0.39433333333333337,28.9,0.742,33.7,Conceptual,Fail
Female,Central,B.Tech,12th Pass,Hindi,4G/Good,Yes,3,4,16.3,91.8,6.4,3,6.02,100.0,40.5,4.0,5.0,3.0,4.0,4.0,38.0,3.0,2.0,3.0,3.0,5+/day,0.144,85.2,79.1,96.2,76.0,85.0,0.5579999999999999,61.4,0.348,84.2,Minimal,Pass
Male,South,B.E.,Graduate,Regional,4G/Good,Yes,3,8,15.1,98.1,5.2,0,7.53,51.0,63.3,4.0,2.0,5.0,3.0,3.0,63.0,4.0,3.0,3.0,1.0,1-3/day,0.553,46.1,47.9,52.5,38.2,76.6,-0.07366666666666667,37.9,0.452,49.4,Language,Pass
Male,North,B.E.,12th Pass,Hindi,4G/Good,Yes,4,6,20.1,100.0,3.2,5,6.24,74.7,61.9,3.0,3.0,4.0,4.0,5.0,13.0,4.0,3.0,3.0,3.0,5+/day,0.339,69.9,66.8,69.1,65.8,92.0,0.08600000000000001,64.3,0.44,65.7,Procedural,Pass
Male,North,M.Tech,Below 10th,English,3G/Moderate,No,10,4,12.4,90.2,6.6,0,4.65,53.1,37.1,5.0,2.0,4.0,2.0,4.0,38.0,3.0,3.0,2.0,1.0,5+/day,0.766,50.8,27.1,45.4,34.5,57.7,-0.05366666666666667,47.8,0.65,43.6,Conceptual,Fail
Male,East,B.E.,12th Pass,English,3G/Moderate,Yes,6,8,19.8,86.0,6.0,5,6.67,64.9,74.1,5.0,4.0,1.0,1.0,4.0,38.0,3.0,3.0,3.0,1.0,5+/day,0.55,54.5,53.0,55.3,42.3,64.7,-0.10633333333333334,56.6,0.475,56.9,Conceptual,Pass
Female,North,B.E.,Graduate,Hindi,4G/Good,Yes,1,8,12.0,63.4,3.0,1,6.55,66.2,99.9,1.0,1.0,3.0,4.0,4.0,38.0,1.0,3.0,4.0,7.0,5+/day,0.256,67.0,66.9,61.1,70.3,65.4,0.38066666666666665,65.7,0.385,79.3,Procedural,Pass
Male,North,B.Tech,Below 10th,English,2G/Slow,No,10,8,10.9,57.7,5.9,3,4.24,35.4,50.3,3.0,2.0,4.0,1.0,4.0,63.0,4.0,4.0,2.0,7.0,5+/day,0.578,42.2,24.5,34.7,42.5,57.7,-0.025666666666666667,20.1,0.869,41.5,Conceptual,Fail
Male,South,B.E.,Below 10th,Regional,2G/Slow,No,4,5,16.4,53.4,4.9,3,5.31,56.3,70.2,1.0,1.0,3.0,4.0,4.0,38.0,1.0,3.0,4.0,7.0,5+/day,0.426,71.8,47.8,47.2,48.5,66.3,-0.3383333333333333,36.6,0.555,49.5,Language,Fail
Male,South,B.E.,10th Pass,English,4G/Good,No,9,7,17.3,80.0,9.0,1,5.5,41.9,65.4,1.0,2.0,5.0,3.0,3.0,38.0,3.0,4.0,3.0,1.0,3-5/day,0.392,65.3,57.5,50.6,51.0,50.0,-0.18133333333333335,46.3,0.494,58.6,Conceptual,At-Risk
Male,East,BCA,Graduate,Hindi,5G/Excellent,No,7,7,16.0,70.0,6.4,5,6.29,64.3,32.5,2.0,1.0,4.0,4.0,4.0,38.0,3.0,3.0,2.0,5.0,5+/day,0.455,63.6,42.0,50.3,39.0,77.8,0.09733333333333333,56.0,0.559,59.1,Conceptual,At-Risk
Female,Northeast,B.Tech,12th Pass,Hindi,5G/Excellent,No,6,4,15.3,76.2,8.4,3,5.6,46.0,39.5,5.0,4.0,2.0,3.0,3.0,88.0,3.0,1.0,3.0,3.0,5+/day,0.662,28.1,42.1,31.2,50.8,74.3,-0.24866666666666667,36.0,0.621,44.6,Conceptual,At-Risk
Male,West,B.Tech,12th Pass,Hindi,No Access,No,5,4,27.6,99.2,7.2,3,6.02,63.1,62.8,4.0,2.0,3.0,2.0,5.0,38.0,3.0,2.0,2.0,5.0,5+/day,0.559,43.6,65.0,51.8,39.5,68.2,0.12266666666666666,53.4,0.469,56.1,Minimal,Pass
Other,South,B.E.,10th Pass,English,2G/Slow,No,2,7,20.1,88.2,8.0,1,6.45,54.2,54.8,4.0,5.0,4.0,3.0,5.0,88.0,3.0,3.0,4.0,7.0,5+/day,0.67,45.4,49.8,58.5,36.6,62.6,-0.122,56.8,0.514,56.8,Procedural,At-Risk
Male,North,B.E.,10th Pass,English,4G/Good,Yes,2,8,19.7,81.8,10.0,2,9.12,81.4,59.1,4.0,1.0,4.0,2.0,4.0,38.0,3.0,2.0,3.0,5.0,3-5/day,0.445,45.9,64.1,67.8,54.1,66.1,0.06733333333333334,64.7,0.41,68.7,Minimal,Pass
Male,Central,B.E.,Post-Graduate,Regional,5G/Excellent,Yes,6,4,25.5,84.3,7.7,4,8.36,61.5,79.7,5.0,2.0,3.0,1.0,4.0,13.0,3.0,2.0,4.0,5.0,5+/day,0.461,47.4,62.9,45.3,54.0,83.0,0.246,58.9,0.488,58.9,Minimal,Pass
Female,North,MCA,10th Pass,English,5G/Excellent,Yes,9,5,8.5,73.6,11.3,5,5.87,38.3,72.4,4.0,1.0,5.0,2.0,4.0,38.0,1.0,3.0,2.0,7.0,5+/day,0.642,48.1,42.0,37.2,49.8,68.9,-0.10133333333333333,44.7,0.581,56.3,Procedural,Fail
Male,Northeast,B.Tech,Post-Graduate,English,5G/Excellent,No,9,5,32.6,76.3,7.4,5,6.63,47.8,57.0,4.0,3.0,5.0,1.0,2.0,38.0,3.0,3.0,3.0,7.0,5+/day,0.511,52.7,68.0,67.0,51.3,78.9,0.32866666666666666,54.7,0.561,62.8,Minimal,Pass
Female,North,B.E.,12th Pass,Hindi,4G/Good,No,1,7,6.2,65.4,8.3,0,5.41,39.5,36.3,2.0,3.0,2.0,3.0,1.0,13.0,1.0,3.0,1.0,1.0,1-3/day,0.171,85.7,55.5,56.3,70.2,14.8,0.3403333333333333,36.7,0.516,67.3,Procedural,Pass
Other,Central,BCA,Below 10th,Regional,3G/Moderate,No,7,4,26.6,91.3,6.0,3,4.93,65.2,39.1,5.0,3.0,3.0,4.0,5.0,38.0,2.0,4.0,3.0,7.0,5+/day,0.625,39.9,40.2,41.4,38.4,46.1,-0.13966666666666666,49.5,0.564,52.1,Language,At-Risk
Male,South,B.Tech,12th Pass,English,2G/Slow,No,7,4,6.2,100.0,4.4,4,5.32,53.8,35.2,5.0,3.0,5.0,3.0,4.0,88.0,3.0,4.0,3.0,5.0,5+/day,0.725,37.6,35.4,30.8,34.1,66.1,-0.2776666666666667,32.2,0.77,38.5,Conceptual,Fail
Male,South,BCA,Post-Graduate,Hindi,No Access,No,10,8,17.5,98.3,3.0,1,4.53,39.5,44.6,4.0,3.0,3.0,1.0,5.0,63.0,2.0,2.0,1.0,3.0,3-5/day,0.745,30.0,34.2,31.6,30.4,64.3,-0.06566666666666666,26.5,0.51,39.1,Conceptual,Fail
Female,West,B.E.,12th Pass,Hindi,4G/Good,No,2,4,13.7,82.3,7.8,3,6.08,46.0,60.7,4.0,2.0,5.0,5.0,5.0,63.0,2.0,3.0,4.0,3.0,3-5/day,0.364,61.4,57.5,49.6,55.6,59.5,-0.047999999999999994,59.6,0.39,63.6,Procedural,Pass
Male,East,B.E.,Graduate,English,No Access,No,10,7,28.7,93.5,5.8,4,5.66,44.1,58.6,4.0,2.0,5.0,1.0,4.0,63.0,3.0,3.0,3.0,7.0,5+/day,0.592,36.9,29.2,32.5,34.8,77.5,-0.3283333333333333,55.2,0.583,38.0,Procedural,Fail
Male,South,MCA,10th Pass,Hindi,4G/Good,No,4,4,23.4,88.5,6.0,5,6.03,77.1,23.6,2.0,4.0,5.0,4.0,5.0,13.0,3.0,2.0,3.0,1.0,5+/day,0.156,86.5,67.3,70.1,64.8,58.8,0.3143333333333333,70.8,0.3,73.7,Procedural,Pass
Male,East,B.Tech,12th Pass,Regional,4G/Good,Yes,8,4,16.0,84.1,6.0,5,5.7,72.8,24.0,2.0,3.0,3.0,3.0,5.0,13.0,3.0,4.0,4.0,7.0,5+/day,0.398,72.3,67.4,59.3,67.5,73.8,0.019666666666666666,71.6,0.49,68.3,Procedural,Pass
Male,West,M.Tech,Graduate,Regional,2G/Slow,No,6,5,21.7,86.2,5.5,0,6.76,60.9,52.8,4.0,3.0,4.0,4.0,5.0,88.0,4.0,4.0,4.0,3.0,5+/day,0.605,33.6,60.9,66.0,54.2,69.7,0.13933333333333334,56.8,0.438,63.4,Language,At-Risk
Female,North,BCA,Post-Graduate,English,5G/Excellent,No,7,7,20.0,66.2,9.0,5,6.06,70.6,84.7,5.0,1.0,4.0,2.0,1.0,63.0,1.0,2.0,3.0,5.0,1-3/day,0.603,44.3,53.0,50.1,39.5,58.8,0.24,51.6,0.636,50.8,Conceptual,At-Risk
Male,North,BCA,12th Pass,Hindi,4G/Good,No,10,6,22.9,76.2,5.2,4,4.22,66.0,41.7,3.0,3.0,3.0,2.0,4.0,88.0,3.0,3.0,3.0,3.0,5+/day,0.514,37.1,51.6,56.3,41.8,65.4,0.027,52.1,0.477,52.2,Procedural,At-Risk
Male,South,M.Tech,12th Pass,English,5G/Excellent,No,6,7,16.6,73.8,7.2,2,6.29,43.1,76.0,4.0,2.0,4.0,2.0,3.0,63.0,3.0,3.0,3.0,7.0,3-5/day,0.577,45.0,43.0,44.3,42.5,68.2,-0.013666666666666667,42.0,0.616,48.8,Procedural,Fail
Female,North,MCA,Below 10th,English,5G/Excellent,Yes,9,7,13.1,63.9,7.2,3,4.51,50.8,73.3,3.0,2.0,5.0,2.0,4.0,63.0,4.0,3.0,3.0,5.0,5+/day,0.555,52.0,50.0,45.0,39.6,73.1,0.057666666666666665,38.1,0.685,49.8,Conceptual,Fail
Male,West,BCA,10th Pass,Hindi,3G/Moderate,Yes,10,6,2.8,88.9,4.3,0,4.11,39.9,36.3,4.0,2.0,3.0,1.0,5.0,38.0,2.0,4.0,3.0,1.0,3-5/day,0.639,52.9,28.9,29.7,50.7,73.6,-0.39233333333333337,8.9,0.708,39.6,Conceptual,Fail
Male,North,MCA,10th Pass,English,4G/Good,Yes,10,6,15.6,90.4,7.4,0,6.51,51.8,34.0,2.0,3.0,4.0,2.0,2.0,38.0,3.0,4.0,2.0,1.0,5+/day,0.248,78.7,55.6,46.8,65.2,43.2,-0.042333333333333334,64.9,0.544,64.5,Conceptual,Pass
Female,South,B.E.,Below 10th,English,2G/Slow,No,9,5,18.9,51.6,4.8,0,4.49,53.0,57.1,2.0,2.0,3.0,3.0,4.0,38.0,3.0,3.0,3.0,3.0,5+/day,0.663,45.5,41.6,38.1,52.6,56.3,-0.10066666666666667,28.6,0.591,52.3,Conceptual,Fail
Male,North,B.E.,10th Pass,English,4G/Good,No,6,8,11.0,81.8,6.4,2,5.32,57.3,57.3,5.0,2.0,3.0,2.0,3.0,63.0,4.0,3.0,3.0,7.0,5+/day,0.776,19.1,33.0,34.8,24.8,43.2,-0.19333333333333333,39.5,0.759,30.6,Conceptual,Fail
Female,East,B.Tech,10th Pass,English,4G/Good,No,6,7,17.5,77.9,5.9,4,5.24,46.0,52.9,5.0,1.0,3.0,5.0,5.0,38.0,4.0,3.0,3.0,1.0,5+/day,0.594,44.1,45.2,42.9,32.0,75.8,0.16033333333333333,40.4,0.546,45.9,Conceptual,At-Risk
Female,North,B.Tech,Post-Graduate,Hindi,5G/Excellent,No,9,7,25.8,74.5,6.6,0,6.19,63.3,55.6,3.0,4.0,5.0,3.0,1.0,38.0,1.0,3.0,3.0,5.0,5+/day,0.054,94.6,75.4,86.2,83.6,32.2,0.46166666666666667,76.1,0.152,88.4,Minimal,Pass
Male,North,MCA,Graduate,English,3G/Moderate,Yes,10,7,18.6,62.2,7.4,2,8.59,72.8,80.7,4.0,2.0,4.0,3.0,4.0,38.0,3.0,3.0,4.0,5.0,3-5/day,0.427,54.2,81.8,69.2,65.9,87.6,0.48533333333333334,74.1,0.261,82.3,Minimal,Pass
Female,North,B.Tech,12th Pass,Hindi,4G/Good,Yes,9,7,12.8,82.7,5.2,3,7.07,73.2,73.6,4.0,3.0,4.0,5.0,3.0,38.0,2.0,2.0,4.0,7.0,3-5/day,0.367,67.8,74.8,70.9,57.6,84.4,0.322,73.1,0.31,74.8,Minimal,Pass
Male,Central,B.Tech,Post-Graduate,English,5G/Excellent,No,3,5,24.5,82.2,5.6,3,7.13,69.7,96.5,3.0,2.0,4.0,3.0,4.0,88.0,3.0,3.0,3.0,5.0,5+/day,0.501,57.3,66.5,58.9,55.5,74.9,0.11866666666666666,67.4,0.431,59.1,Minimal,Pass
Male,North,MCA,10th Pass,Hindi,4G/Good,No,7,7,19.5,77.5,4.1,1,5.39,65.6,33.1,4.0,5.0,4.0,2.0,4.0,63.0,4.0,2.0,2.0,5.0,5+/day,0.491,44.6,68.3,62.1,58.1,74.1,0.02766666666666667,59.5,0.514,62.0,Procedural,Pass
Female,West,B.Tech,12th Pass,Regional,2G/Slow,No,3,6,19.3,91.7,4.9,2,3.62,64.4,64.1,2.0,5.0,2.0,5.0,5.0,63.0,2.0,2.0,3.0,3.0,3-5/day,0.25,67.7,65.7,65.6,55.9,57.2,0.25233333333333335,62.3,0.333,76.2,Procedural,Pass
Female,North,B.Tech,12th Pass,English,4G/Good,No,4,6,15.0,91.2,7.6,0,6.16,43.3,13.7,3.0,4.0,4.0,2.0,5.0,63.0,2.0,3.0,3.0,3.0,5+/day,0.601,38.4,38.9,45.4,35.6,66.7,-0.004,36.7,0.489,57.9,Procedural,At-Risk
Male,North,BCA,Below 10th,Hindi,3G/Moderate,Yes,9,4,9.2,59.6,5.9,5,4.85,63.7,47.1,5.0,4.0,4.0,1.0,4.0,63.0,4.0,3.0,2.0,1.0,5+/day,0.71,33.0,37.7,34.5,39.6,43.5,0.06366666666666666,28.6,0.748,39.6,Conceptual,Fail
Female,East,BCA,Graduate,Hindi,No Access,Yes,10,5,19.7,91.2,7.9,2,5.13,44.3,84.5,3.0,4.0,5.0,3.0,1.0,38.0,1.0,3.0,3.0,5.0,5+/day,0.337,76.3,59.6,51.6,64.1,36.8,-0.2793333333333333,59.4,0.468,63.0,Conceptual,Pass
Female,South,MCA,Below 10th,Hindi,3G/Moderate,Yes,8,4,20.6,70.5,5.1,2,5.16,42.3,78.3,1.0,2.0,3.0,3.0,1.0,63.0,4.0,3.0,4.0,3.0,5+/day,0.28,72.9,65.7,46.5,61.1,40.0,0.206,53.0,0.42,68.2,Conceptual,At-Risk
Female,Central,B.E.,Below 10th,English,3G/Moderate,Yes,6,7,13.0,78.7,5.3,4,5.28,69.9,61.2,5.0,3.0,4.0,2.0,2.0,63.0,3.0,3.0,1.0,3.0,5+/day,0.628,47.3,45.8,37.6,48.4,51.9,0.10333333333333333,40.9,0.556,51.5,Conceptual,At-Risk
Male,Central,B.E.,10th Pass,Hindi,4G/Good,No,6,5,19.1,100.0,8.2,1,6.6,56.4,72.7,5.0,1.0,5.0,2.0,3.0,63.0,4.0,3.0,3.0,7.0,5+/day,0.478,64.3,44.0,46.8,39.1,65.8,-0.13433333333333333,43.0,0.464,49.4,Conceptual,At-Risk
Male,West,BCA,Post-Graduate,English,4G/Good,No,8,5,24.5,81.5,6.8,2,5.15,16.7,37.0,3.0,4.0,3.0,5.0,5.0,63.0,3.0,2.0,3.0,3.0,3-5/day,0.384,50.8,41.8,46.8,50.7,17.6,0.09433333333333332,45.9,0.484,55.9,Procedural,At-Risk
